"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2020F","TX","HLICD"," 1.04"," 1.12"," 1.15"," 1.31"," 2.52"," 2.54"," 2.68"," 3.18"," 2.63"," 4.43"," 5.43"," 6.2"," 6.36"," 6.95"," 6.75"," 4.72"," 4.52"," 3.94"," 3.84"," 2.79"," 4.47"," 4.6"," 4.35"," 4.18"," 5.37"," 5.26"," 6.76"," 5.98"," 4.45"," 5.18"," 7.93"," 7.09"," 6.14"," 8.37"," 10.65"," 12.62"," 15.36"," 17.29"," 21.94"," 13.46"," 16.77"," 20.71"," 15.21"," 14.23"," 14.23"," 8.25"," 7.94"," 10.19"," 11.67"," 8.43"," 7.07"
"2020F","TX","HLICV"," 481"," 529.2"," 636.8"," 758.5"," 1399.3"," 1241.2"," 1334.3"," 1580.4"," 1307.4"," 2706.8"," 3470.9"," 4199.9"," 4064.2"," 4448.8"," 5881.7"," 3982.6"," 3786.3"," 3638.8"," 3825.2"," 2933.4"," 4380.3"," 4980"," 4934.4"," 4542.7"," 6595.4"," 6654.1"," 9094.7"," 9166.2"," 6760.3"," 7725"," 10663.3"," 9122.2"," 8530.9"," 11943.3"," 15982.1"," 17416.7"," 21684.8"," 24955.4"," 24646.1"," 15680.5"," 25602.4"," 30493.6"," 24555.9"," 25391.4"," 23607.8"," 15287"," 14766.1"," 19480.5"," 26265"," 19579.2"," 16207.1"
"2020F","TX","HLISB"," 464441"," 473376"," 553867"," 576981"," 556171"," 488747"," 498325"," 496775"," 497927"," 611522"," 638672"," 676961"," 639056"," 640301"," 871856"," 844287"," 837017"," 923721"," 996116"," 1051654"," 980992"," 1082787"," 1134573"," 1085899"," 1228950"," 1265381"," 1345571"," 1531600"," 1519176"," 1490984"," 1344151"," 1286567"," 1389250"," 1426888"," 1500781"," 1380361"," 1411960"," 1443091"," 1123482"," 1165016"," 1526763"," 1472528"," 1614274"," 1783737"," 1659414"," 1853353"," 1860087"," 1911255"," 2249854"," 2321541"," 2291854"
"2020F","TX","HLRCD"," 1.68"," 1.71"," 1.69"," 3.21"," 3.22"," 3.5"," 3.95"," 4.65"," 4.32"," 5.77"," 7.39"," 8.17"," 9.35"," 8.86"," 8.79"," 8.53"," 8.08"," 7.6"," 7.88"," 10.02"," 10.39"," 11.71"," 10.07"," 9.8"," 9.38"," 9.62"," 10.97"," 11.59"," 10.5"," 10.69"," 14.51"," 15.49"," 13.36"," 16.02"," 18.34"," 21.21"," 23.38"," 24.9"," 28.96"," 24.44"," 27.84"," 30.56"," 28"," 27.71"," 32.71"," 24.49"," 23.36"," 27.27"," 28.36"," 24.78"," 21.68"
"2020F","TX","HLRCV"," 89.7"," 87.6"," 89.9"," 155.8"," 138.9"," 138.5"," 160.1"," 173.7"," 179.1"," 122.6"," 157"," 176.8"," 153.2"," 172.8"," 156.5"," 214.8"," 185.1"," 185.6"," 169.5"," 227"," 220.9"," 164"," 120.4"," 124.7"," 117.9"," 110.7"," 87.9"," 140.8"," 165.7"," 336.8"," 540.9"," 655.8"," 506.7"," 522"," 471.5"," 648.5"," 543.6"," 632.4"," 696.8"," 503.2"," 570.7"," 562"," 410.9"," 485.3"," 606.7"," 467.2"," 457.5"," 435.3"," 473.1"," 535.3"," 348.8"
"2020F","TX","HLRFB"," 770"," 1123"," 1764"," 10628"," 22799"," 24799"," 4185"," 2972"," 5105"," 79414"," 127756"," 123698"," 113182"," 33055"," 138381"," 129973"," 123949"," 144036"," 130475"," 130042"," 156253"," 182188"," 200229"," 205330"," 209412"," 209204"," 219457"," 203548"," 183755"," 232995"," 238782"," 197149"," 178777"," 179372"," 180349"," 160770"," 115914"," 149296"," 129279"," 109156"," 954"," 870"," 1350"," 1191"," 1106"," 676"," 1544"," 3257"," 1978"," 1463"," 1079"
"2020F","TX","HLSCB"," 555478"," 564706"," 648336"," 663354"," 632711"," 559431"," 570808"," 566286"," 571221"," 642229"," 668871"," 710456"," 665025"," 671175"," 898248"," 879443"," 869825"," 957297"," 1025948"," 1082919"," 1010546"," 1102369"," 1151345"," 1103836"," 1247699"," 1281617"," 1357071"," 1548377"," 1542571"," 1533469"," 1393650"," 1344024"," 1440545"," 1474663"," 1536186"," 1422809"," 1446080"," 1472547"," 1158757"," 1194355"," 1556852"," 1498276"," 1636335"," 1809335"," 1687192"," 1882279"," 1888088"," 1934970"," 2276681"," 2353496"," 2325568"
"2020F","TX","HLTCD"," 1.09"," 1.17"," 1.19"," 1.45"," 2.55"," 2.6"," 2.76"," 3.26"," 2.73"," 4.47"," 5.49"," 6.25"," 6.42"," 6.99"," 6.78"," 4.82"," 4.62"," 4.03"," 3.93"," 2.94"," 4.59"," 4.69"," 4.41"," 4.25"," 5.43"," 5.31"," 6.79"," 6.04"," 4.54"," 5.32"," 8.15"," 7.42"," 6.38"," 8.58"," 10.81"," 12.84"," 15.52"," 17.44"," 22.12"," 13.7"," 16.95"," 20.85"," 15.34"," 14.39"," 14.46"," 8.43"," 8.12"," 10.36"," 11.82"," 8.6"," 7.21"
"2020F","TX","HLTCV"," 607.8"," 659.1"," 771.3"," 960.8"," 1616.4"," 1452.4"," 1573.1"," 1846.4"," 1561.5"," 2867.9"," 3672.5"," 4443.2"," 4271.9"," 4691.9"," 6089.7"," 4242.6"," 4015.9"," 3860.7"," 4027.2"," 3185.9"," 4638"," 5171"," 5077.1"," 4691"," 6771.6"," 6809.2"," 9218.5"," 9354.4"," 6998"," 8165.2"," 11352.6"," 9977.4"," 9188.7"," 12656.8"," 16602.3"," 18273.6"," 22439.1"," 25677.5"," 25635.7"," 16366.6"," 26382.4"," 31242.5"," 25109.1"," 26029.3"," 24401.5"," 15873.4"," 15325.3"," 20040.4"," 26913.4"," 20251"," 16757.2"
"2020F","TX","HLTXD"," 1.09"," 1.17"," 1.19"," 1.45"," 2.55"," 2.6"," 2.76"," 3.26"," 2.73"," 4.47"," 5.49"," 6.25"," 6.42"," 6.99"," 6.78"," 4.82"," 4.62"," 4.03"," 3.93"," 2.94"," 4.59"," 4.69"," 4.41"," 4.25"," 5.43"," 5.31"," 6.79"," 6.04"," 4.54"," 5.32"," 8.15"," 7.42"," 6.38"," 8.58"," 10.81"," 12.84"," 15.52"," 17.44"," 22.12"," 13.7"," 16.95"," 20.85"," 15.34"," 14.39"," 14.46"," 8.43"," 8.12"," 10.36"," 11.82"," 8.6"," 7.21"
"2020F","TX","HLTXV"," 607.8"," 659.1"," 771.3"," 960.8"," 1616.4"," 1452.4"," 1573.1"," 1846.4"," 1561.5"," 2867.9"," 3672.5"," 4443.2"," 4271.9"," 4691.9"," 6089.7"," 4242.6"," 4015.9"," 3860.7"," 4027.2"," 3185.9"," 4638"," 5171"," 5077.1"," 4691"," 6771.6"," 6809.2"," 9218.5"," 9354.4"," 6998"," 8165.2"," 11352.6"," 9977.4"," 9188.7"," 12656.8"," 16602.3"," 18273.6"," 22439.1"," 25677.5"," 25635.7"," 16366.6"," 26382.4"," 31242.5"," 25109.1"," 26029.3"," 24401.5"," 15873.4"," 15325.3"," 20040.4"," 26913.4"," 20251"," 16757.2"
"2020F","TX","JFACD"," .72"," .75"," .75"," .89"," 1.54"," 2.01"," 2.12"," 2.48"," 2.86"," 3.96"," 6.34"," 7.47"," 7.09"," 6.27"," 6.04"," 5.67"," 3.56"," 3.85"," 3.57"," 4.16"," 5.41"," 4.64"," 4.32"," 4.01"," 3.73"," 3.74"," 4.56"," 4.24"," 3.15"," 3.7"," 6.26"," 5.47"," 5.06"," 6.17"," 8.5"," 12.79"," 14.5"," 15.75"," 22.53"," 12.38"," 16.13"," 22.49"," 22.84"," 21.9"," 20.2"," 11.86"," 9.6"," 11.97"," 15.61"," 14.53"," 9.13"
"2020F","TX","JFACV"," 97.4"," 105"," 108.4"," 132.1"," 222.8"," 306.2"," 303.7"," 369.4"," 447"," 648.7"," 1098.5"," 1295.2"," 1706.4"," 1669.1"," 2202.2"," 2383.1"," 1614"," 1839.5"," 1911.9"," 2189.7"," 2931.6"," 2377.9"," 2198.6"," 1975.4"," 1760.3"," 1759.9"," 2583.6"," 2542.6"," 1939.1"," 2202.8"," 3645.4"," 3497.8"," 3316"," 3545.3"," 4278.9"," 5827"," 6694.9"," 6733.4"," 9261.9"," 4337.8"," 4170.8"," 5885.5"," 5891"," 5867.7"," 5459.8"," 3515.1"," 2886.3"," 3571.6"," 4711.5"," 4655.9"," 1809"
"2020F","TX","JFTCD"," .72"," .75"," .75"," .89"," 1.54"," 2.01"," 2.12"," 2.48"," 2.86"," 3.96"," 6.34"," 7.47"," 7.09"," 6.27"," 6.04"," 5.67"," 3.56"," 3.85"," 3.57"," 4.16"," 5.41"," 4.64"," 4.32"," 4.01"," 3.73"," 3.74"," 4.56"," 4.24"," 3.15"," 3.7"," 6.26"," 5.47"," 5.06"," 6.17"," 8.5"," 12.79"," 14.5"," 15.75"," 22.53"," 12.38"," 16.13"," 22.49"," 22.84"," 21.9"," 20.2"," 11.86"," 9.6"," 11.97"," 15.61"," 14.53"," 9.13"
"2020F","TX","JFTCV"," 97.4"," 105"," 108.4"," 132.1"," 222.8"," 306.2"," 303.7"," 369.4"," 447"," 648.7"," 1098.5"," 1295.2"," 1706.4"," 1669.1"," 2202.2"," 2383.1"," 1614"," 1839.5"," 1911.9"," 2189.7"," 2931.6"," 2377.9"," 2198.6"," 1975.4"," 1760.3"," 1759.9"," 2583.6"," 2542.6"," 1939.1"," 2202.8"," 3645.4"," 3497.8"," 3316"," 3545.3"," 4278.9"," 5827"," 6694.9"," 6733.4"," 9261.9"," 4337.8"," 4170.8"," 5885.5"," 5891"," 5867.7"," 5459.8"," 3515.1"," 2886.3"," 3571.6"," 4711.5"," 4655.9"," 1809"
"2020F","TX","JFTXD"," .72"," .75"," .75"," .89"," 1.54"," 2.01"," 2.12"," 2.48"," 2.86"," 3.96"," 6.34"," 7.47"," 7.09"," 6.27"," 6.04"," 5.67"," 3.56"," 3.85"," 3.57"," 4.16"," 5.41"," 4.64"," 4.32"," 4.01"," 3.73"," 3.74"," 4.56"," 4.24"," 3.15"," 3.7"," 6.26"," 5.47"," 5.06"," 6.17"," 8.5"," 12.79"," 14.5"," 15.75"," 22.53"," 12.38"," 16.13"," 22.49"," 22.84"," 21.9"," 20.2"," 11.86"," 9.6"," 11.97"," 15.61"," 14.53"," 9.13"
"2020F","TX","JFTXV"," 97.4"," 105"," 108.4"," 132.1"," 222.8"," 306.2"," 303.7"," 369.4"," 447"," 648.7"," 1098.5"," 1295.2"," 1706.4"," 1669.1"," 2202.2"," 2383.1"," 1614"," 1839.5"," 1911.9"," 2189.7"," 2931.6"," 2377.9"," 2198.6"," 1975.4"," 1760.3"," 1759.9"," 2583.6"," 2542.6"," 1939.1"," 2202.8"," 3645.4"," 3497.8"," 3316"," 3545.3"," 4278.9"," 5827"," 6694.9"," 6733.4"," 9261.9"," 4337.8"," 4170.8"," 5885.5"," 5891"," 5867.7"," 5459.8"," 3515.1"," 2886.3"," 3571.6"," 4711.5"," 4655.9"," 1809"
"2020F","TX","KSCCD"," .76"," .8"," .8"," .95"," 2.16"," 2.23"," 2.85"," 3.1"," 3.33"," 4.69"," 6.89"," 7.61"," 7.25"," 6.76"," 6.66"," 6.44"," 4.31"," 4.71"," 4.25"," 4.43"," 6.44"," 5.97"," 5.28"," 5.85"," 4.36"," 4.04"," 4.56"," 5.22"," 3.06"," 3.07"," 7.64"," 5.84"," 5.62"," 7.94"," 9.97"," 13.57"," 17.27"," 15.69"," 19.45"," 19.84"," 21.02"," 25.97"," 27.18"," 26.69"," 25.87"," 17.01"," 13.56"," 16.96"," 24.5"," 22.88"," 14.86"
"2020F","TX","KSCCV"," 15.6"," 13.8"," 16.1"," 28.3"," 53.7"," 53.1"," 46.3"," 66.3"," 79.9"," 270.5"," 126.9"," 293.8"," 53.4"," 451.2"," 39.8"," 9.1"," 4.3"," 2.2"," 1"," 10.2"," .9"," .4"," 2"," .8"," .7"," 1.1"," 1"," 1.1"," .9"," 1"," 2.1"," 2.8"," 1.8"," 1.6"," 1.9"," 3.3"," 7.2"," 3.8"," 4.2"," 3.9"," 2.7"," 2.8"," 1.4"," .7"," 2"," .7"," .9"," .5"," .7"," .8"," .8"
"2020F","TX","KSICD"," .76"," .8"," .8"," .95"," 2.16"," 2.23"," 2.85"," 3.1"," 3.33"," 4.69"," 6.89"," 7.61"," 7.25"," 6.57"," 6.68"," 6.49"," 4.34"," 4.5"," 4.03"," 4.89"," 6.07"," 5.3"," 4.88"," 4.38"," 4.34"," 4.2"," 5.34"," 4.49"," 3.45"," 4.55"," 7"," 5.48"," 5.44"," 6.6"," 9.33"," 12.92"," 14.92"," 15.73"," 17.57"," 13.93"," 17.1"," 24.26"," 25.06"," 23.42"," 21.33"," 12.51"," 10.21"," 14.21"," 16.28"," 15.38"," 9.31"
"2020F","TX","KSICV"," 16.7"," 12.2"," 17"," 18.6"," 39"," 37.5"," 39.4"," 52.8"," 73.2"," 196.9"," 464.9"," 165"," 348.3"," 88.9"," 12.8"," 15.2"," 11.2"," 11.3"," 3.1"," 6.9"," 5.1"," 1.4"," 2.3"," 2.4"," 2.4"," 3.1"," 4.9"," 7.2"," 6.8"," 3.5"," 9.7"," 14.3"," 2.2"," 7.3"," 14.7"," 17.5"," 18.4"," 11.8"," 13.6"," 5.6"," 3.8"," 9.2"," 3.9"," 3.4"," 3.2"," 2.5"," 2.5"," 1.9"," 2.3"," 1.4"," .5"
"2020F","TX","KSRCD"," 1.29"," 1.39"," 1.41"," 1.6"," 2.68"," 3.01"," 3.14"," 3.71"," 3.9"," 5.55"," 8.35"," 10.15"," 10.1"," 6.76"," 6.66"," 6.44"," 4.31"," 4.71"," 4.25"," 4.43"," 6.44"," 5.97"," 5.28"," 5.85"," 4.36"," 4.04"," 4.56"," 5.22"," 3.06"," 3.07"," 7.64"," 5.84"," 5.62"," 7.94"," 9.97"," 13.57"," 17.27"," 15.69"," 19.45"," 19.84"," 21.02"," 25.97"," 27.18"," 26.69"," 25.87"," 17.01"," 13.56"," 16.96"," 24.5"," 22.88"," 14.86"
"2020F","TX","KSRCV"," .2"," .2"," .3"," .4"," .6"," .7"," .5"," .7"," .9"," 3"," 9.4"," 6.6"," 20.4"," 4.3"," 1.8"," 4.1"," 1.1"," 1.6"," 1.4"," 1.2"," 1"," 1.2"," .7"," 1"," .5"," .5"," 1"," 1.3"," .5"," .5"," 1.3"," 1.9"," .6"," .8"," .7"," 1.2"," .7"," .8"," .9"," .3"," .6"," .4"," .1"," .2"," .2"," .1"," .1"," .1"," .1"," .1"," .1"
"2020F","TX","KSTCD"," .76"," .81"," .81"," .96"," 2.17"," 2.24"," 2.85"," 3.1"," 3.33"," 4.69"," 6.91"," 7.64"," 7.35"," 6.73"," 6.66"," 6.47"," 4.33"," 4.55"," 4.12"," 4.59"," 6.16"," 5.64"," 5.09"," 4.91"," 4.34"," 4.15"," 5.09"," 4.65"," 3.37"," 3.96"," 7.16"," 5.56"," 5.53"," 6.89"," 9.42"," 13.04"," 15.56"," 15.72"," 18.04"," 15.96"," 18.74"," 24.68"," 25.61"," 24.06"," 22.96"," 13.38"," 10.97"," 14.74"," 17.78"," 17.55"," 12.2"
"2020F","TX","KSTCV"," 32.5"," 26.2"," 33.3"," 47.2"," 93.3"," 91.3"," 86.2"," 119.9"," 154"," 470.4"," 601.2"," 465.3"," 422"," 544.4"," 54.4"," 28.5"," 16.7"," 15.1"," 5.5"," 18.3"," 7"," 3"," 5"," 4.2"," 3.6"," 4.6"," 6.8"," 9.6"," 8.2"," 5"," 13.1"," 19"," 4.6"," 9.7"," 17.3"," 22"," 26.3"," 16.5"," 18.7"," 9.8"," 7.1"," 12.4"," 5.5"," 4.3"," 5.4"," 3.4"," 3.5"," 2.4"," 3.1"," 2.3"," 1.3"
"2020F","TX","KSTXD"," .76"," .81"," .81"," .96"," 2.17"," 2.24"," 2.85"," 3.1"," 3.33"," 4.69"," 6.91"," 7.64"," 7.35"," 6.73"," 6.66"," 6.47"," 4.33"," 4.55"," 4.12"," 4.59"," 6.16"," 5.64"," 5.09"," 4.91"," 4.34"," 4.15"," 5.09"," 4.65"," 3.37"," 3.96"," 7.16"," 5.56"," 5.53"," 6.89"," 9.42"," 13.04"," 15.56"," 15.72"," 18.04"," 15.96"," 18.74"," 24.68"," 25.61"," 24.06"," 22.96"," 13.38"," 10.97"," 14.74"," 17.78"," 17.55"," 12.2"
"2020F","TX","KSTXV"," 32.5"," 26.2"," 33.3"," 47.2"," 93.3"," 91.3"," 86.2"," 119.9"," 154"," 470.4"," 601.2"," 465.3"," 422"," 544.4"," 54.4"," 28.5"," 16.7"," 15.1"," 5.5"," 18.3"," 7"," 3"," 5"," 4.2"," 3.6"," 4.6"," 6.8"," 9.6"," 8.2"," 5"," 13.1"," 19"," 4.6"," 9.7"," 17.3"," 22"," 26.3"," 16.5"," 18.7"," 9.8"," 7.1"," 12.4"," 5.5"," 4.3"," 5.4"," 3.4"," 3.5"," 2.4"," 3.1"," 2.3"," 1.3"
"2020F","TX","LUACD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"
"2020F","TX","LUACV"," 50"," 52"," 59"," 58.7"," 76.2"," 78.9"," 82.6"," 80.7"," 94.4"," 132.7"," 166.3"," 199.9"," 174.7"," 184.7"," 205.2"," 191.6"," 185.7"," 198.5"," 204.2"," 217.8"," 244.4"," 239.5"," 243.2"," 246.3"," 249.9"," 246"," 237.5"," 253"," 260.3"," 282.7"," 280.3"," 271.4"," 292.1"," 292.7"," 308.6"," 359"," 435.8"," 483.6"," 524.9"," 480"," 951.1"," 1112.4"," 1066.1"," 1123.3"," 1268.6"," 1320"," 1232.1"," 1164.7"," 1238.5"," 1264.1"," 1080.9"
"2020F","TX","LUICD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"
"2020F","TX","LUICV"," 79.6"," 84.6"," 95.9"," 103.3"," 134.2"," 117.3"," 122.7"," 145"," 169.7"," 238.5"," 298.7"," 359.2"," 313.9"," 331.9"," 368.6"," 344.2"," 333.7"," 356.7"," 366.9"," 391.3"," 439.1"," 430.3"," 437"," 442.6"," 449.1"," 442.1"," 426.6"," 454.6"," 467.7"," 507.9"," 503.7"," 487.5"," 524.8"," 526"," 554.4"," 645.1"," 783"," 868.9"," 943"," 862.4"," 1402.5"," 1635.1"," 1723.6"," 1839.2"," 1991.2"," 2214.1"," 2012.2"," 1874.5"," 1986.9"," 2134.3"," 1893.6"
"2020F","TX","LUTCD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"
"2020F","TX","LUTCV"," 129.6"," 136.6"," 154.9"," 162"," 210.5"," 196.2"," 205.3"," 225.7"," 264.1"," 371.2"," 465"," 559.1"," 488.5"," 516.6"," 573.8"," 535.8"," 519.4"," 555.2"," 571.1"," 609.2"," 683.5"," 669.8"," 680.3"," 689"," 699"," 688.1"," 664.1"," 707.7"," 728"," 790.6"," 784"," 758.9"," 816.9"," 818.7"," 863"," 1004.1"," 1218.7"," 1352.6"," 1467.9"," 1342.4"," 2353.6"," 2747.5"," 2789.7"," 2962.6"," 3259.8"," 3534.1"," 3244.4"," 3039.2"," 3225.4"," 3398.4"," 2974.5"
"2020F","TX","LUTXD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"
"2020F","TX","LUTXV"," 129.6"," 136.6"," 154.9"," 162"," 210.5"," 196.2"," 205.3"," 225.7"," 264.1"," 371.2"," 465"," 559.1"," 488.5"," 516.6"," 573.8"," 535.8"," 519.4"," 555.2"," 571.1"," 609.2"," 683.5"," 669.8"," 680.3"," 689"," 699"," 688.1"," 664.1"," 707.7"," 728"," 790.6"," 784"," 758.9"," 816.9"," 818.7"," 863"," 1004.1"," 1218.7"," 1352.6"," 1467.9"," 1342.4"," 2353.6"," 2747.5"," 2789.7"," 2962.6"," 3259.8"," 3534.1"," 3244.4"," 3039.2"," 3225.4"," 3398.4"," 2974.5"
"2020F","TX","MGACD"," 2.66"," 2.73"," 2.7"," 2.79"," 3.98"," 4.36"," 4.56"," 4.85"," 4.88"," 6.59"," 9.26"," 10.5"," 9.83"," 8.74"," 8.66"," 8.79"," 6.47"," 7.19"," 7.32"," 7.92"," 9.16"," 9.09"," 9.05"," 8.97"," 9.01"," 9.3"," 9.73"," 9.53"," 8.23"," 8.9"," 11.35"," 10.73"," 10.32"," 11.64"," 13.96"," 17.47"," 19.98"," 21.79"," 25.47"," 18.22"," 21.71"," 27.68"," 28.15"," 27.37"," 26.06"," 18.27"," 16.3"," 18.56"," 20.44"," 19.07"," 15.37"
"2020F","TX","MGACV"," 1946.6"," 2104.5"," 2232.4"," 2454.5"," 3467.3"," 3982"," 4404.6"," 4916.6"," 5136.1"," 6713.2"," 8622.3"," 10130.2"," 9764.9"," 8812.5"," 8766.4"," 9174.4"," 6893.6"," 7506.9"," 7775.8"," 8177.5"," 9568.7"," 9190.5"," 9266.4"," 9535.3"," 10089"," 10127.7"," 11263"," 10944.5"," 9914.4"," 11123.2"," 14590.3"," 14051.9"," 14122.2"," 15973.4"," 19549.6"," 24712.5"," 28910.6"," 32009.3"," 36929.5"," 26386.5"," 31650.6"," 39749.1"," 40848.9"," 40915.6"," 40845"," 29580.6"," 27130.9"," 31084.1"," 34848.5"," 32736"," 22667.2"
"2020F","TX","MGCCD"," 2.66"," 2.73"," 2.7"," 2.79"," 3.98"," 4.36"," 4.56"," 4.85"," 4.88"," 6.59"," 9.26"," 10.5"," 9.83"," 8.74"," 8.66"," 8.79"," 6.47"," 7.19"," 7.32"," 7.92"," 9.16"," 9.09"," 9.05"," 8.97"," 9.01"," 9.3"," 9.73"," 9.53"," 8.23"," 8.9"," 11.35"," 10.73"," 10.32"," 11.64"," 13.96"," 17.47"," 19.98"," 21.79"," 25.47"," 18.22"," 21.71"," 27.68"," 28.15"," 27.37"," 26.06"," 18.27"," 16.3"," 18.56"," 20.44"," 19.07"," 15.37"
"2020F","TX","MGCCV"," 9.7"," 8.8"," 8.7"," 9.2"," 14.4"," 15.7"," 38"," 25.3"," 20.6"," 40.2"," 160.5"," 43.1"," 44.9"," 111.5"," 79.5"," 90.2"," 70.9"," 86.7"," 93.9"," 97"," 110.4"," 77.5"," 68.8"," 7.4"," 7.5"," 7.9"," 8.3"," 8.1"," 7"," 7.6"," 9.9"," 9.8"," 9.6"," 10.7"," 12.9"," 16.3"," 19.4"," 41.7"," 46.9"," 28.8"," 35.9"," 42"," 43.2"," 43.6"," 40"," 475.9"," 418.8"," 470.8"," 524.1"," 493.3"," 399.3"
"2020F","TX","MGICD"," 2.66"," 2.73"," 2.7"," 2.79"," 3.98"," 4.36"," 4.56"," 4.85"," 4.88"," 6.59"," 9.26"," 10.5"," 9.83"," 8.74"," 8.66"," 8.79"," 6.47"," 7.19"," 7.32"," 7.92"," 9.16"," 9.09"," 9.05"," 8.97"," 9.01"," 9.3"," 9.73"," 9.53"," 8.23"," 8.9"," 11.35"," 10.73"," 10.32"," 11.64"," 13.96"," 17.47"," 19.98"," 21.79"," 25.47"," 18.22"," 21.71"," 27.68"," 28.15"," 27.37"," 26.06"," 18.27"," 16.3"," 18.56"," 20.44"," 19.07"," 15.37"
"2020F","TX","MGICV"," 19.7"," 21.7"," 17.3"," 17.3"," 23.9"," 22.8"," 29.1"," 24.2"," 18.5"," 30.4"," 22.9"," 41.4"," 32.9"," 24.5"," 102.3"," 217.1"," 154.3"," 159.5"," 158.6"," 187.8"," 208.7"," 220.4"," 206.3"," 160.8"," 176.1"," 190.8"," 204.8"," 210.2"," 212.3"," 115.8"," 152.1"," 258.6"," 268.4"," 317.1"," 436.9"," 523.1"," 631.4"," 513.2"," 503"," 352.6"," 632.5"," 845.8"," 797.9"," 844.5"," 591.8"," 340.2"," 301.8"," 347.2"," 391.1"," 364.7"," 297.2"
"2020F","TX","MGTCD"," 2.66"," 2.73"," 2.7"," 2.79"," 3.98"," 4.36"," 4.56"," 4.85"," 4.88"," 6.59"," 9.26"," 10.5"," 9.83"," 8.74"," 8.66"," 8.79"," 6.47"," 7.19"," 7.32"," 7.92"," 9.16"," 9.09"," 9.05"," 8.97"," 9.01"," 9.3"," 9.73"," 9.53"," 8.23"," 8.9"," 11.35"," 10.73"," 10.32"," 11.64"," 13.96"," 17.47"," 19.98"," 21.79"," 25.47"," 18.22"," 21.71"," 27.68"," 28.15"," 27.37"," 26.06"," 18.27"," 16.3"," 18.56"," 20.44"," 19.07"," 15.37"
"2020F","TX","MGTCV"," 1976"," 2134.9"," 2258.3"," 2481"," 3505.5"," 4020.6"," 4471.7"," 4966.1"," 5175.1"," 6783.8"," 8805.7"," 10214.6"," 9842.7"," 8948.5"," 8948.2"," 9481.7"," 7118.8"," 7753.1"," 8028.3"," 8462.4"," 9887.8"," 9488.4"," 9541.4"," 9703.6"," 10272.7"," 10326.5"," 11476.1"," 11162.7"," 10133.7"," 11246.6"," 14752.3"," 14320.3"," 14400.2"," 16301.3"," 19999.4"," 25251.9"," 29561.4"," 32564.1"," 37479.4"," 26767.8"," 32319"," 40637"," 41690.1"," 41803.7"," 41476.7"," 30396.6"," 27851.5"," 31902.2"," 35763.7"," 33594"," 23363.7"
