"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2020F","TX","P1TXD"," 1.06"," 1.12"," 1.12"," 1.24"," 2.43"," 2.82"," 3.09"," 3.39"," 3.55"," 4.82"," 7.22"," 9.05"," 8.14"," 7.5"," 7.56"," 7.28"," 4.57"," 5.19"," 4.45"," 5.26"," 6.06"," 5.49"," 5.17"," 4.85"," 4.68"," 5.09"," 5.84"," 5.4"," 3.91"," 5.22"," 7.63"," 6.33"," 6.53"," 7.47"," 9.24"," 12.12"," 14.59"," 16.22"," 22.27"," 16.3"," 21.26"," 27.68"," 26.82"," 26.63"," 26.08"," 17.38"," 15.1"," 16.92"," 20.36"," 19.58"," 15.44"
"2020F","TX","P1TXV"," 577.2"," 633.5"," 711.8"," 852.9"," 1678.4"," 1739.1"," 2376.4"," 3206"," 3738.3"," 5932.4"," 8964.8"," 9655"," 6682"," 6244.8"," 5460.2"," 5278.2"," 3833.6"," 4170"," 3761.6"," 4222.6"," 5861.3"," 5254.5"," 5179.8"," 4805.2"," 4684.3"," 4875.4"," 5690.4"," 6030.9"," 4408.8"," 5399.3"," 7836.3"," 5869.6"," 6323"," 7394"," 10091.2"," 12590.8"," 14944.3"," 12955"," 13407.6"," 8949.9"," 12692.9"," 16247.6"," 15564.1"," 16909.8"," 14801.5"," 9849"," 8504.8"," 9847.2"," 11831.2"," 11308.5"," 7998.9"
"2020F","TX","P5RFB"," 267542"," 253149"," 268373"," 282974"," 283950"," 274092"," 285279"," 311959"," 330507"," 336867"," 338953"," 174533"," 170474"," 223745"," 211144"," 181012"," 204260"," 238098"," 294533"," 298070"," 300060"," 248084"," 294896"," 264755"," 302522"," 286029"," 345745"," 353172"," 291718"," 300751"," 274651"," 371397"," 350042"," 398097"," 403052"," 389546"," 414453"," 417216"," 383691"," 382417"," 412461"," 420705"," 439967"," 453396"," 417675"," 439598"," 491889"," 509435"," 504793"," 519951"," 513963"
"2020F","TX","PAACD"," 2.07"," 2.16"," 2.14"," 2.2"," 3.22"," 3.54"," 3.71"," 3.95"," 3.96"," 5.29"," 7.42"," 8.76"," 8.37"," 7.55"," 7.45"," 7.46"," 5.37"," 6.05"," 5.9"," 6.43"," 7.6"," 7.32"," 7.14"," 7.24"," 7.29"," 7.4"," 7.91"," 7.62"," 6.46"," 7.14"," 9.6"," 9.01"," 8.56"," 9.97"," 12.22"," 16.04"," 18.19"," 19.72"," 24.48"," 16.73"," 20.24"," 26.12"," 26.97"," 26.36"," 25.24"," 17.46"," 15.02"," 17.23"," 19.87"," 18.65"," 15.1"
"2020F","TX","PAACV"," 2305.5"," 2499.8"," 2684.4"," 3036.9"," 4546.3"," 5233.3"," 5712.6"," 6550.4"," 6931.7"," 9522.5"," 12568.4"," 15076.3"," 14872.8"," 13362.6"," 13752.2"," 14385.8"," 10667.5"," 11766.1"," 11981.9"," 13087"," 15534.3"," 14760.2"," 14718"," 14847.8"," 15292.4"," 15384.7"," 17886"," 17667.4"," 15860.6"," 17401.6"," 23973.7"," 23438.9"," 22884.7"," 26018.4"," 32223.7"," 42269.9"," 50234.6"," 54950.1"," 65655.7"," 42942.6"," 52198.6"," 67823.3"," 68811.4"," 69835.4"," 71362.4"," 50637.8"," 44957.9"," 52125.1"," 61661.6"," 58918.6"," 39905.6"
"2020F","TX","PACCD"," 1"," 1.07"," 1.05"," 1.14"," 2.26"," 2.35"," 2.84"," 3"," 2.97"," 4.58"," 6.19"," 6.75"," 6.46"," 6.52"," 6.42"," 6.29"," 4.35"," 4.64"," 4.6"," 5.01"," 6.57"," 5.93"," 5.8"," 4.48"," 5.22"," 5.16"," 5.78"," 5.97"," 4.83"," 6.1"," 8.25"," 8.62"," 8.01"," 9.31"," 11.55"," 14.82"," 16.96"," 18.11"," 24.47"," 15.67"," 19.39"," 24.43"," 23.76"," 22.85"," 21.56"," 15.51"," 13.8"," 16.54"," 18.88"," 16.95"," 13.11"
"2020F","TX","PACCV"," 45.8"," 44.5"," 50.9"," 67.1"," 122.9"," 125.7"," 149.5"," 186.9"," 202"," 471.3"," 463.6"," 587"," 366.7"," 939.4"," 424.2"," 379.8"," 190.9"," 246.7"," 200.6"," 197.2"," 210.7"," 161.1"," 146.9"," 72.8"," 92.5"," 104"," 110.4"," 112.1"," 115"," 167.3"," 374.5"," 305.4"," 211.4"," 279.8"," 220.3"," 401.1"," 412.1"," 344.7"," 586.7"," 438.3"," 490.4"," 863.9"," 777"," 663.6"," 609.4"," 796.6"," 712.6"," 773.5"," 880.7"," 837.4"," 708.1"
"2020F","TX","PAEID"," .51"," .52"," .69"," .6"," 1.62"," 1.89"," 1.5"," 1.93"," 1.77"," 2.37"," 3.35"," 3.75"," 4.2"," 4.13"," 5.24"," 4.9"," 2.35"," 3.26"," 2.69"," 3.51"," 5.15"," 4.56"," 3.35"," 1.29"," 1.73"," 1.29"," 1.55"," 1.66"," 1.15"," 1.35"," 3.08"," 4.62"," 1.04"," 4.65"," 1.84"," 1.8"," 1.9"," 3.1"," 4.63"," 1.86"," 5.11"," 6.72"," 15.65"," 10.84"," 19.31"," 13.12"," 10.66"," 12.39"," 15.89"," 14.41"," 10.73"
"2020F","TX","PAEIV"," .5"," 1.1"," 7.9"," 23.6"," 55.8"," 21.5"," 36.4"," 61.5"," 77"," 70.4"," 35.9"," 33.8"," 55.7"," 96.5"," 29.9"," 49.3"," 12"," 21.3"," 22.6"," 90.8"," 29.9"," 12.3"," 9.5"," 28.1"," 42"," 23.7"," 33.2"," 28.3"," 21"," 26.1"," 98.9"," 153.7"," 21.4"," 119"," 33"," 31.7"," 35.1"," 41.8"," 54.2"," 28.6"," 33.5"," 53.4"," 35"," 25.5"," 22.2"," 15.6"," 9.3"," 9.8"," 10.1"," 7.8"," 5.6"
"2020F","TX","PAICD"," .99"," 1.06"," 1.07"," 1.2"," 2.36"," 2.56"," 2.82"," 3.18"," 3.13"," 4.52"," 6.42"," 7.49"," 6.94"," 6.98"," 6.91"," 5.82"," 4.41"," 4.45"," 4.05"," 3.85"," 5.23"," 4.97"," 4.69"," 4.44"," 4.97"," 5.09"," 6.26"," 5.66"," 4.16"," 5.09"," 7.71"," 6.71"," 6.22"," 7.9"," 10"," 12.38"," 14.96"," 16.79"," 22"," 14.14"," 17.73"," 22.46"," 18.59"," 17.77"," 17.47"," 10.22"," 9.41"," 11.64"," 13.47"," 10.73"," 8.47"
"2020F","TX","PAICV"," 1028.5"," 1138.7"," 1335.9"," 1618.4"," 3170.1"," 3114.8"," 3939.9"," 5139.1"," 5433.7"," 9282.9"," 13100.4"," 15067.3"," 12174.2"," 11601.1"," 12339.9"," 10025.8"," 7970.3"," 8153.7"," 7906.6"," 7561.3"," 10784"," 10713.6"," 10539.8"," 9769.3"," 11633"," 11994"," 15476.7"," 15792.4"," 11657.2"," 13501.2"," 19224.6"," 15761.6"," 15472"," 20153.7"," 27143.4"," 31868.4"," 38843.6"," 40332.4"," 41991.9"," 26275.8"," 40460.9"," 51069.6"," 44883"," 46690.7"," 43111.2"," 26380.9"," 24514"," 31247.8"," 40948"," 33206"," 25065.7"
"2020F","TX","PAISB"," 1039270"," 1075871"," 1252078"," 1352528"," 1345818"," 1217361"," 1399126"," 1615209"," 1736224"," 2054071"," 2041347"," 2012535"," 1754160"," 1662482"," 1786115"," 1721788"," 1808012"," 1832294"," 1953688"," 1965658"," 2062826"," 2155564"," 2246499"," 2198527"," 2341040"," 2356824"," 2471206"," 2789310"," 2800288"," 2650149"," 2494523"," 2347735"," 2488700"," 2552694"," 2715557"," 2574577"," 2597237"," 2402417"," 1909011"," 1857987"," 2282490"," 2274048"," 2414504"," 2628132"," 2468183"," 2582089"," 2605125"," 2683458"," 3040903"," 3096070"," 2959137"
"2020F","TX","PARCD"," 1.67"," 1.7"," 1.67"," 3.14"," 3.18"," 3.45"," 3.89"," 4.5"," 4.21"," 5.61"," 7.43"," 8.22"," 9.41"," 8.62"," 8.64"," 8.47"," 8.02"," 7.53"," 7.81"," 9.94"," 10.36"," 11.63"," 10.02"," 9.74"," 9.32"," 9.55"," 10.8"," 11.46"," 10.42"," 10.64"," 14.48"," 15.41"," 13.34"," 16"," 18.05"," 21.19"," 23.36"," 24.88"," 28.95"," 24.44"," 27.83"," 30.55"," 27.99"," 27.71"," 32.71"," 24.48"," 23.35"," 27.27"," 28.35"," 24.78"," 21.68"
"2020F","TX","PARCV"," 90.8"," 88.8"," 91.5"," 158.1"," 142.8"," 142.7"," 165.5"," 183.7"," 190.8"," 145.8"," 166.7"," 183.6"," 174.8"," 190.8"," 169.8"," 220"," 186.6"," 188.6"," 171.5"," 228.5"," 221.9"," 165.3"," 121.1"," 125.8"," 118.5"," 111.4"," 88.9"," 142.1"," 166.2"," 337.4"," 542.4"," 657.7"," 507.4"," 522.9"," 480.2"," 650.1"," 544.4"," 633.3"," 697.7"," 503.7"," 571.3"," 562.8"," 411.3"," 485.5"," 607.2"," 467.5"," 457.6"," 435.4"," 473.3"," 535.5"," 348.8"
"2020F","TX","PASCB"," 2253336"," 2328544"," 2620333"," 2879783"," 2892293"," 2800943"," 3058814"," 3410020"," 3642278"," 4013190"," 3843396"," 3851907"," 3619681"," 3621376"," 3723908"," 3747392"," 3865791"," 3861576"," 4059191"," 4090347"," 4164845"," 4215696"," 4348955"," 4300523"," 4492477"," 4486465"," 4779971"," 5155053"," 5312285"," 5164171"," 5107138"," 5060112"," 5247910"," 5249667"," 5416229"," 5285559"," 5424809"," 5246242"," 4650808"," 4489440"," 4913468"," 4932578"," 5015979"," 5326081"," 5343658"," 5553230"," 5671173"," 5773028"," 6208359"," 6326784"," 5672230"
"2020F","TX","PATCD"," 1.54"," 1.62"," 1.59"," 1.7"," 2.78"," 3.08"," 3.27"," 3.55"," 3.52"," 4.86"," 6.85"," 8.03"," 7.64"," 7.23"," 7.17"," 6.69"," 4.92"," 5.28"," 5"," 5.17"," 6.43"," 6.12"," 5.87"," 5.78"," 6.05"," 6.16"," 7.03"," 6.55"," 5.24"," 6.09"," 8.66"," 7.97"," 7.45"," 8.97"," 11.1"," 14.23"," 16.6"," 18.36"," 23.43"," 15.63"," 19.08"," 24.4"," 22.91"," 22.1"," 21.65"," 14.1"," 12.46"," 14.65"," 16.75"," 14.78"," 11.64"
"2020F","TX","PATCV"," 3471.1"," 3772.9"," 4170.6"," 4904"," 8037.9"," 8638"," 10003.8"," 12121.6"," 12835.2"," 19492.9"," 26335"," 30948"," 27644.2"," 26190.4"," 26716.1"," 25060.7"," 19027.2"," 20376.3"," 20283.3"," 21164.8"," 26780.8"," 25812.5"," 25535.4"," 24843.9"," 27178.5"," 27617.6"," 33595.2"," 33742.3"," 27820"," 31433.6"," 44214.1"," 40317.4"," 39097"," 47093.7"," 60100.7"," 75221.3"," 90069.9"," 96302.2"," 108986.1"," 70188.9"," 93754.7"," 120373.1"," 114917.7"," 117700.7"," 115712.4"," 78298.4"," 70651.4"," 84591.6"," 103973.6"," 93505.2"," 66033.9"
"2020F","TX","PATXD"," 1.54"," 1.62"," 1.6"," 1.72"," 2.79"," 3.09"," 3.28"," 3.57"," 3.55"," 4.88"," 6.86"," 8.04"," 7.65"," 7.25"," 7.18"," 6.69"," 4.93"," 5.28"," 5"," 5.18"," 6.43"," 6.12"," 5.87"," 5.8"," 6.07"," 6.18"," 7.05"," 6.56"," 5.25"," 6.1"," 8.69"," 7.99"," 7.48"," 8.99"," 11.13"," 14.27"," 16.65"," 18.4"," 23.48"," 15.68"," 19.1"," 24.43"," 22.91"," 22.1"," 21.65"," 14.1"," 12.46"," 14.65"," 16.75"," 14.78"," 11.64"
"2020F","TX","PATXV"," 3470.6"," 3771.8"," 4162.7"," 4880.5"," 7982.1"," 8616.4"," 9967.5"," 12060.1"," 12758.2"," 19422.5"," 26299.1"," 30914.2"," 27588.5"," 26093.9"," 26686.1"," 25011.4"," 19015.2"," 20355.1"," 20260.6"," 21074"," 26751"," 25800.2"," 25525.9"," 24815.8"," 27136.4"," 27594"," 33561.9"," 33714"," 27799"," 31407.5"," 44115.2"," 40163.7"," 39075.6"," 46974.7"," 60067.7"," 75189.5"," 90034.7"," 96260.4"," 108931.9"," 70160.3"," 93721.2"," 120319.6"," 114882.8"," 117675.2"," 115690.2"," 78282.8"," 70642.2"," 84581.8"," 103963.5"," 93497.5"," 66028.3"
"2020F","TX","PCCCD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","PCCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","PCEID"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .84"," .5"," .76"," .64"," 1.28"," .65"," .52"," .42"," 1.57"," .5"," .39"," .97"," .72"," .9"," 1.41"," 2.89"," 1.27"," 2.59"," 3.08"," 1.99"," 1.95"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","PCEIV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14.5"," 7"," 11.3"," 9.8"," 19"," 9.9"," 7.6"," 7.2"," 19.3"," 8.8"," 3"," 14.6"," 11.2"," 15.1"," 16.7"," 30.5"," 18.5"," 14"," 19.8"," 1.4"," 2.6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","PCICD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 1.74"," 1.25"," 1.12"," .99"," .97"," .97"," 1.19"," 1.51"," 1.37"," 1.34"," 1.38"," 1.27"," 1.62"," 1.3"," 1.19"," 1.45"," 1.82"," 1.96"," 2.48"," 4.22"," 1.27"," 2.59"," 3.08"," 1.99"," 1.95"," 1.96"," 1.8"," 1.58"," 2.2"," 2.65"," 1.79"," 1.59"
"2020F","TX","PCICV"," 9.6"," 12.5"," 13"," 11.5"," 11.2"," 25.3"," 24.9"," 40.2"," 31.8"," 22.9"," 25.1"," 66"," 40.8"," 15.3"," 20.5"," 24.8"," 16.2"," 19.3"," 20.7"," 21.3"," 41.8"," 36.4"," 38"," 18.6"," 10.1"," 11.7"," 14.7"," 38.4"," 19.5"," 24.5"," 22.2"," 50.2"," 37.4"," 36.2"," 58.7"," 62.3"," 89.2"," 80.9"," 89.1"," 1.7"," 4.6"," 6.4"," 47.2"," 36"," 16"," 10.5"," 3.1"," 4"," 11.5"," 6.1"," 4.9"
"2020F","TX","PCISB"," 18015"," 19025"," 21519"," 18947"," 15237"," 17857"," 15939"," 21931"," 18814"," 13521"," 11459"," 23988"," 18980"," 9910"," 12341"," 13369"," 10612"," 12869"," 14339"," 12211"," 33587"," 32451"," 38387"," 19134"," 10401"," 9771"," 9761"," 27963"," 14535"," 17724"," 17417"," 30994"," 28770"," 30486"," 40486"," 34210"," 45470"," 32615"," 21126"," 1328"," 1779"," 2076"," 23718"," 18474"," 8132"," 5864"," 1954"," 1806"," 4347"," 3396"," 3084"
"2020F","TX","PCRFB"," 85571"," 86384"," 99456"," 113522"," 104667"," 110962"," 110781"," 112950"," 114546"," 107769"," 119787"," 94257"," 103844"," 107156"," 117045"," 128221"," 126838"," 124312"," 134863"," 131521"," 134931"," 133558"," 139152"," 152076"," 142769"," 139802"," 150360"," 150401"," 151707"," 148749"," 151488"," 150075"," 150315"," 153262"," 163613"," 153095"," 168283"," 157682"," 144891"," 150968"," 157985"," 154117"," 156415"," 170158"," 174873"," 167467"," 171597"," 161683"," 166983"," 163952"," 143111"
"2020F","TX","PCSCB"," 18015"," 19025"," 21519"," 18947"," 15237"," 17857"," 15939"," 21931"," 18814"," 13521"," 11459"," 23988"," 18980"," 9910"," 12341"," 13369"," 10612"," 12869"," 14339"," 12211"," 33587"," 32451"," 38387"," 36426"," 24527"," 24587"," 25046"," 42854"," 29721"," 32381"," 34504"," 43350"," 46234"," 38103"," 55515"," 49797"," 62205"," 44441"," 31674"," 15910"," 7177"," 8502"," 24437"," 19806"," 8132"," 5864"," 1954"," 1806"," 4347"," 3396"," 3084"
"2020F","TX","PCTCD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 1.74"," 1.25"," 1.12"," .99"," .91"," .7"," .93"," .98"," 1.34"," .99"," .99"," .85"," 1.6"," 1"," 1.03"," 1.32"," 1.48"," 1.68"," 2.2"," 3.78"," 1.27"," 2.59"," 3.08"," 1.99"," 1.95"," 1.96"," 1.8"," 1.58"," 2.2"," 2.65"," 1.79"," 1.59"
"2020F","TX","PCTCV"," 9.6"," 12.5"," 13"," 11.5"," 11.2"," 25.3"," 24.9"," 40.2"," 31.8"," 22.9"," 25.1"," 66"," 40.8"," 15.3"," 20.5"," 24.8"," 16.2"," 19.3"," 20.7"," 21.3"," 41.8"," 36.4"," 38"," 33.1"," 17.1"," 22.9"," 24.5"," 57.4"," 29.5"," 32.2"," 29.3"," 69.5"," 46.2"," 39.2"," 73.4"," 73.6"," 104.3"," 97.6"," 119.6"," 20.2"," 18.6"," 26.1"," 48.6"," 38.6"," 16"," 10.5"," 3.1"," 4"," 11.5"," 6.1"," 4.9"
"2020F","TX","PCTXD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 1.74"," 1.25"," 1.12"," .99"," .97"," .97"," 1.19"," 1.51"," 1.37"," 1.34"," 1.38"," 1.27"," 1.62"," 1.3"," 1.19"," 1.45"," 1.82"," 1.96"," 2.48"," 4.22"," 1.27"," 2.59"," 3.08"," 1.99"," 1.95"," 1.96"," 1.8"," 1.58"," 2.2"," 2.65"," 1.79"," 1.59"
"2020F","TX","PCTXV"," 9.6"," 12.5"," 13"," 11.5"," 11.2"," 25.3"," 24.9"," 40.2"," 31.8"," 22.9"," 25.1"," 66"," 40.8"," 15.3"," 20.5"," 24.8"," 16.2"," 19.3"," 20.7"," 21.3"," 41.8"," 36.4"," 38"," 18.6"," 10.1"," 11.7"," 14.7"," 38.4"," 19.5"," 24.5"," 22.2"," 50.2"," 37.4"," 36.2"," 58.7"," 62.3"," 89.2"," 80.9"," 89.1"," 1.7"," 4.6"," 6.4"," 47.2"," 36"," 16"," 10.5"," 3.1"," 4"," 11.5"," 6.1"," 4.9"
"2020F","TX","PEACD"," 2.07"," 2.16"," 2.14"," 2.2"," 3.22"," 3.54"," 3.71"," 3.95"," 3.96"," 5.29"," 7.42"," 8.76"," 8.37"," 7.55"," 7.45"," 7.46"," 5.37"," 6.05"," 5.9"," 6.43"," 7.61"," 7.32"," 7.14"," 7.24"," 7.29"," 7.4"," 7.91"," 7.62"," 6.46"," 7.14"," 9.6"," 9.01"," 8.56"," 9.97"," 12.22"," 16.03"," 18.19"," 19.72"," 24.47"," 16.71"," 20.23"," 26.1"," 26.95"," 26.35"," 25.22"," 17.45"," 15.01"," 17.22"," 19.86"," 18.65"," 15.1"
"2020F","TX","PEACV"," 2305.6"," 2499.9"," 2684.4"," 3037"," 4546.4"," 5233.3"," 5712.6"," 6550.4"," 6931.7"," 9522.5"," 12568.4"," 15076.3"," 14875.8"," 13382.1"," 13765.8"," 14409.6"," 10684.6"," 11792.8"," 12002.3"," 13103.6"," 15552.3"," 14778"," 14738.9"," 14848.9"," 15293.2"," 15385.6"," 17887.4"," 17668.1"," 15862"," 17404.6"," 23977.9"," 23452.6"," 22895"," 26036.3"," 32245.1"," 42288.9"," 50253.4"," 54968.3"," 65678.4"," 42953.3"," 52211.2"," 67838.8"," 68833.7"," 69884.9"," 71421.2"," 50688.3"," 44997.5"," 52150.3"," 61685"," 58939.5"," 39918.7"
"2020F","TX","PEASB"," 1113240"," 1156466"," 1253419"," 1378640"," 1412770"," 1477471"," 1540317"," 1659799"," 1749333"," 1800552"," 1693995"," 1721088"," 1777245"," 1771597"," 1847888"," 1931890"," 1988215"," 1948263"," 2034271"," 2038604"," 2044728"," 2018022"," 2064590"," 2051300"," 2096890"," 2079868"," 2260460"," 2317828"," 2454848"," 2436511"," 2498753"," 2602782"," 2676087"," 2610912"," 2639577"," 2637478"," 2763407"," 2787750"," 2684039"," 2569750"," 2581009"," 2599057"," 2554112"," 2652112"," 2831799"," 2904052"," 2997940"," 3027936"," 3105310"," 3160784"," 2643579"
"2020F","TX","PECCD"," .57"," .61"," .64"," .7"," 1.13"," 1.43"," 1.78"," 2.09"," 2.38"," 3.31"," 3.89"," 4.67"," 4.82"," 5.66"," 5.31"," 5.14"," 4.07"," 4.21"," 4.13"," 4.13"," 4.36"," 4.11"," 4.11"," 4.34"," 4.24"," 4.03"," 4.27"," 4.86"," 4.29"," 4.5"," 6"," 6.69"," 5.56"," 7.53"," 8.38"," 10.79"," 10.92"," 10.38"," 12.57"," 9.01"," 8.97"," 9.62"," 9.28"," 9.27"," 9.72"," 8.61"," 8.33"," 9.43"," 8.54"," 8.16"," 7.95"
"2020F","TX","PECCV"," 112.1"," 115.1"," 124.9"," 153.3"," 218.2"," 248.3"," 342.1"," 472.2"," 573.1"," 1136.5"," 968.4"," 1166.2"," 1217.8"," 1734.9"," 1265.8"," 1122.5"," 805.3"," 915.6"," 938.2"," 952"," 928.2"," 890.8"," 905.6"," 859.1"," 874.9"," 963.7"," 874.7"," 1176.7"," 870.3"," 928.4"," 1457.7"," 1423"," 1458.3"," 1946.5"," 1838.2"," 2084.9"," 1931.6"," 1930.8"," 2481.5"," 1809.5"," 1990"," 2177.2"," 1855.2"," 1933.5"," 2146.8"," 2016.6"," 1846.1"," 2045.1"," 2285.1"," 2062.9"," 1834"
"2020F","TX","PECSB"," 195690"," 188092"," 193949"," 218558"," 193139"," 173645"," 191985"," 225488"," 241308"," 343633"," 248773"," 249544"," 252478"," 306688"," 238588"," 218496"," 197650"," 217264"," 227389"," 230523"," 212840"," 216615"," 220500"," 198090"," 206408"," 239351"," 204990"," 242359"," 202837"," 206466"," 243137"," 212606"," 262197"," 258591"," 219342"," 193234"," 176942"," 186055"," 197460"," 200849"," 221740"," 226341"," 199860"," 208599"," 220937"," 234335"," 221500"," 216838"," 267431"," 252908"," 230699"
"2020F","TX","PEEID"," .25"," .28"," .28"," .27"," .46"," .73"," .96"," 1.15"," 1.26"," 1.44"," 1.65"," 2.11"," 2.55"," 2.54"," 2.54"," 2.44"," 1.92"," 1.8"," 1.74"," 1.75"," 1.69"," 1.63"," 1.7"," 1.84"," 1.62"," 1.47"," 1.68"," 1.73"," 1.6"," 1.68"," 2.5"," 2.57"," 2.12"," 2.99"," 3.06"," 4.07"," 3.46"," 3.63"," 4.62"," 2.55"," 2.81"," 2.74"," 2.23"," 2.63"," 2.92"," 2.23"," 2.04"," 2.2"," 2.35"," 2.01"," 1.86"
"2020F","TX","PEEIV"," 267.8"," 336.1"," 384.7"," 383.7"," 675.5"," 1100.2"," 1521"," 2063.1"," 2442.4"," 2869.2"," 3576.1"," 4635.8"," 5579.5"," 5568.3"," 5815.7"," 5653"," 4302.1"," 4036.5"," 4073.7"," 4528.8"," 4441"," 4321.3"," 4517.8"," 5064.1"," 4606.7"," 4312.8"," 5107.4"," 5396"," 5338.7"," 5613.5"," 8777.8"," 8736.7"," 7330.3"," 10137.4"," 10466.3"," 14182.6"," 12085.9"," 12800.4"," 16109.6"," 8560"," 9484.6"," 9829.1"," 7670.3"," 9061.1"," 10041.8"," 7620.8"," 6801.5"," 7185.3"," 7815"," 6532.2"," 5723"
"2020F","TX","PEICD"," .56"," .6"," .66"," .73"," 1.44"," 1.83"," 2.18"," 2.43"," 2.63"," 3.67"," 4.74"," 5.46"," 5.43"," 5.43"," 5.49"," 4.56"," 3.54"," 3.39"," 3.17"," 3.03"," 3.82"," 3.59"," 3.54"," 3.53"," 3.74"," 3.66"," 4.52"," 4.4"," 3.36"," 4.03"," 5.97"," 5.58"," 4.91"," 6.68"," 8.23"," 10.57"," 12.11"," 13.23"," 16.54"," 10.41"," 12.88"," 15.6"," 12.87"," 12.96"," 12.66"," 7.54"," 6.93"," 8.6"," 9.87"," 8.02"," 6.29"
"2020F","TX","PEICV"," 1313.3"," 1504.7"," 1695"," 2129.3"," 3941.7"," 4058.5"," 5266"," 6454.6"," 7566.9"," 11069.6"," 16034.4"," 19154.8"," 15892.1"," 15394"," 16886.4"," 14120.7"," 10874.6"," 10760.1"," 11126.8"," 11176.5"," 14080.8"," 13752.3"," 13780.2"," 13779.2"," 15095.1"," 15143.9"," 20302.3"," 20868.4"," 15661.6"," 17679"," 26792.9"," 23664.7"," 21465.7"," 28955.2"," 36671.9"," 40693.6"," 46344.2"," 48062.1"," 52344.5"," 30460"," 46193.4"," 56496"," 48951.2"," 51853.3"," 49585.2"," 30488"," 28347.2"," 36010.3"," 46412.1"," 37701.4"," 28655.6"
"2020F","TX","PEISB"," 2341579"," 2525168"," 2584793"," 2897373"," 2734774"," 2211712"," 2410131"," 2655035"," 2877919"," 3013628"," 3381740"," 3508626"," 2924544"," 2833395"," 3074572"," 3099149"," 3069431"," 3176517"," 3506798"," 3692445"," 3688321"," 3830082"," 3894446"," 3906096"," 4039074"," 4136611"," 4489269"," 4745003"," 4655554"," 4392038"," 4487166"," 4237506"," 4374581"," 4332657"," 4458541"," 3850185"," 3826193"," 3631929"," 3163896"," 2926835"," 3586967"," 3621835"," 3803423"," 4000477"," 3915272"," 4046161"," 4089881"," 4188810"," 4703506"," 4702257"," 4557095"
"2020F","TX","PERCD"," 1.04"," 1.09"," 1.11"," 1.36"," 1.47"," 1.77"," 2.22"," 2.6"," 2.87"," 3.3"," 3.67"," 4.45"," 5.34"," 5.64"," 5.77"," 5.79"," 5.31"," 5.16"," 5.29"," 5.64"," 5.88"," 5.76"," 5.63"," 5.88"," 5.87"," 5.81"," 5.79"," 6.34"," 6.13"," 6.51"," 8.25"," 9.71"," 7.91"," 9.78"," 10.88"," 13.19"," 13.85"," 13.02"," 14.93"," 12.11"," 11.83"," 11.62"," 11.66"," 11.6"," 12.35"," 11.4"," 12.54"," 14.42"," 12.24"," 11.55"," 12.1"
